,Quarter,County,Price_count,Price_min,Price_mean,Price_max,Price_median,Price_25p,Price_75p,Price_90p,immigrants,private_households,persons_private_households,household_values,investment_country,gdp_growth,gdp_growth_based,gdp_values,population,infliation,infliation_based,unemployment,unemployment_based
265,2012-Q3,Dublin,2337,7250,290494.0504920839,3450000,210000.0,145000.0,334000.0,520000.0,57300.0,90019,263723,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
266,2012-Q3,Galway,303,8000,177291.3300330033,1390000,152000.0,105500.0,214500.0,289000.00000000006,57300.0,27726,70918,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
267,2012-Q3,Kerry,191,10191,130847.92670157069,440000,122000.0,70000.0,170000.0,255000.0,57300.0,53306,140975,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
268,2012-Q3,Kildare,256,20000,191003.796875,775000,170000.0,111500.0,242290.0,312500.0,57300.0,70763,208522,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
269,2012-Q3,Kilkenny,98,6000,136192.10204081633,465000,120000.0,74625.0,161875.0,291500.0,57300.0,33679,94342,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
270,2012-Q3,Laois,101,11500,94623.9801980198,272500,80000.0,45000.0,125000.0,184000.0,57300.0,28020,79751,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
271,2012-Q3,Leitrim,53,17621,105571.07547169812,670000,85000.0,54000.0,120000.0,188740.80000000002,57300.0,12308,31556,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
272,2012-Q3,Limerick,200,6500,159343.055,540000,140000.0,72750.0,207750.0,302399.99999999994,57300.0,69649,187560,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
273,2012-Q3,Longford,52,22000,100924.36538461539,735000,80000.0,49875.0,112863.75,145000.0,57300.0,14453,38986,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
274,2012-Q3,Louth,146,10000,140716.43835616438,1386832,107500.0,66375.0,189075.0,252500.0,57300.0,43972,122339,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
275,2012-Q3,Mayo,140,10000,110895.2642857143,470000,107000.0,57500.0,150000.0,190000.0,57300.0,48070,128492,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
276,2012-Q3,Meath,212,17500,177200.14150943398,863000,145484.5,95000.0,230000.0,323100.00000000006,57300.0,62201,184336,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
277,2012-Q3,Monaghan,49,7000,112193.8163265306,290000,92000.0,46750.0,164757.0,233400.00000000003,57300.0,21264,60473,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
278,2012-Q3,Offaly,72,25000,127534.84722222222,600000,103300.0,68750.0,156625.0,213600.0,57300.0,26750,76274,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
279,2012-Q3,Roscommon,104,17500,82354.84615384616,240000,75000.0,47500.0,110000.0,140000.0,57300.0,23672,63311,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
280,2012-Q3,Sligo,93,15000,120696.83870967742,484480,100000.0,58149.0,150000.0,223777.59999999998,57300.0,24525,63667,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
281,2012-Q3,Tipperary,154,7000,115133.74675324676,700000,88750.0,40000.0,164875.0,213700.00000000003,57300.0,58497,158089,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
282,2012-Q3,Waterford,141,22000,141179.59574468085,2000000,100000.0,55000.0,168500.0,280000.0,57300.0,42335,112261,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
283,2012-Q3,Westmeath,113,14000,117723.22123893806,314000,112000.0,65268.0,155000.0,203672.0,57300.0,30739,84869,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
284,2012-Q3,Wexford,272,10000,118624.52205882352,428000,107500.0,75000.0,150000.0,200000.0,57300.0,52652,144349,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
285,2012-Q3,Wicklow,215,25000,257759.90232558138,1100000,210000.0,140000.0,320000.0,438000.0,57300.0,47798,135259,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
286,2012-Q4,Carlow,100,8000,99326.05,297500,92500.0,59462.5,132500.0,159550.00000000006,57300.0,19436,54187,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
287,2012-Q4,Cavan,121,10000,103816.19834710743,545000,85000.0,52000.0,130000.0,205000.0,57300.0,25818,72625,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
288,2012-Q4,Clare,195,8000,120445.58461538462,464000,106000.0,69945.0,151000.0,213200.0,57300.0,42648,115587,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
289,2012-Q4,Cork,1068,6348,171293.3735955056,3378855,150000.0,97545.0,220000.0,290600.0000000001,57300.0,188019,512300,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
290,2012-Q4,Donegal,240,8888,104368.375,449000,92000.0,56091.0,130000.0,187750.0,57300.0,57964,159139,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
291,2012-Q4,Dublin,3206,5700,282251.5315034311,27000000,205500.0,135000.0,325000.0,500000.0,57300.0,90019,263723,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
292,2012-Q4,Galway,448,8000,163938.02232142858,700000,140000.0,90000.0,199338.5,286500.00000000006,57300.0,27726,70918,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
293,2012-Q4,Kerry,261,20000,151955.3754789272,1475000,132000.0,80000.0,189000.0,250000.0,57300.0,53306,140975,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
294,2012-Q4,Kildare,459,25000,203962.2331154684,5205926,170925.0,120000.0,242250.0,335000.0,57300.0,70763,208522,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
295,2012-Q4,Kilkenny,167,6000,139323.874251497,450000,123500.0,83700.0,180000.0,236620.80000000002,57300.0,33679,94342,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
296,2012-Q4,Laois,157,13500,87150.35031847133,308370,73500.0,45000.0,110000.0,165960.0,57300.0,28020,79751,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
297,2012-Q4,Leitrim,74,10000,76248.72972972973,219500,60000.0,43263.25,97375.0,140500.00000000003,57300.0,12308,31556,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
298,2012-Q4,Limerick,300,8000,143986.31333333332,750000,131000.0,75947.25,182000.0,250000.0,57300.0,69649,187560,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
299,2012-Q4,Longford,96,8941,73700.3125,227500,59500.0,41387.5,100000.0,147612.5,57300.0,14453,38986,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
300,2012-Q4,Louth,257,10000,125719.52918287937,570000,113000.0,65270.0,170000.0,216000.0000000001,57300.0,43972,122339,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
301,2012-Q4,Mayo,216,10000,104456.30555555556,342500,89102.5,50000.0,147631.75,195350.0,57300.0,48070,128492,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
302,2012-Q4,Meath,297,8750,174221.91582491584,1318000,145000.0,108100.0,215000.0,314300.0000000002,57300.0,62201,184336,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
303,2012-Q4,Monaghan,56,21000,115519.03571428571,330000,97500.0,66000.0,148500.0,197000.0,57300.0,21264,60473,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
304,2012-Q4,Offaly,109,25000,111587.1376146789,800000,100000.0,63000.0,135000.0,190000.0,57300.0,26750,76274,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
305,2012-Q4,Roscommon,130,10000,85643.85384615384,300000,73750.0,45125.0,115465.0,158200.00000000003,57300.0,23672,63311,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
306,2012-Q4,Sligo,144,10000,112803.99305555556,505000,90000.0,49875.0,145000.0,207048.0,57300.0,24525,63667,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
307,2012-Q4,Tipperary,210,10000,134174.5619047619,1875000,93750.0,55750.0,150750.0,235000.0,57300.0,58497,158089,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
308,2012-Q4,Waterford,211,12000,126977.83412322275,1554300,105000.0,49750.0,150000.0,225000.0,57300.0,42335,112261,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
309,2012-Q4,Westmeath,149,10000,111063.70469798657,450000,93000.0,68000.0,140000.0,187100.0,57300.0,30739,84869,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
310,2012-Q4,Wexford,319,15000,130546.90282131662,1300000,110000.0,68645.0,160500.0,242000.0,57300.0,52652,144349,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
311,2012-Q4,Wicklow,287,18000,248892.60975609755,7225000,185000.0,129250.0,265000.0,387600.0000000001,57300.0,47798,135259,98,40961640000,0,3184.869942167406,46230.701,4605000,1.9,4009.5616823873884,15.5,18406.095858043976
312,2013-Q1,Carlow,48,27000,151397.83333333334,2097577,88750.0,50000.0,138125.0,228000.00000000003,62700.0,19436,54187,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
313,2013-Q1,Cavan,83,20000,87559.51807228915,350000,74889.0,41250.0,119750.0,168999.99999999997,62700.0,25818,72625,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
314,2013-Q1,Clare,97,13500,127189.01030927835,1462500,93000.0,70000.0,140000.0,207581.20000000004,62700.0,42648,115587,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
315,2013-Q1,Cork,557,5996,162988.51526032315,1500000,140000.0,75000.0,200000.0,300000.0,62700.0,188019,512300,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
316,2013-Q1,Donegal,154,10000,91049.7987012987,665000,79996.5,45000.0,113286.25,160000.0,62700.0,57964,159139,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
317,2013-Q1,Dublin,1585,8000,284052.03533123026,14000000,195000.0,120000.0,320000.0,522450.0000000001,62700.0,90019,263723,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
318,2013-Q1,Galway,229,15000,161109.01310043668,1312500,127745.0,80000.0,180000.0,300000.0,62700.0,27726,70918,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
319,2013-Q1,Kerry,164,23141,128770.75609756098,1600000,95000.0,55000.0,155000.0,197565.90000000005,62700.0,53306,140975,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
320,2013-Q1,Kildare,195,20000,175043.8358974359,900000,150000.0,89053.5,229750.0,305999.99999999994,62700.0,70763,208522,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
321,2013-Q1,Kilkenny,68,19900,127792.39705882352,525000,117000.0,76212.0,155500.0,215000.0,62700.0,33679,94342,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
322,2013-Q1,Laois,69,12000,108007.01449275362,380000,85903.0,49999.0,130000.0,228000.0,62700.0,28020,79751,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
323,2013-Q1,Leitrim,35,15000,63093.857142857145,172500,50000.0,35121.5,79500.0,122920.0,62700.0,12308,31556,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
324,2013-Q1,Limerick,156,9000,134040.14102564103,2000000,110000.0,55750.0,182500.0,235000.0,62700.0,69649,187560,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
325,2013-Q1,Longford,52,14000,60928.13461538462,175000,48078.5,32705.75,81250.0,110000.0,62700.0,14453,38986,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
326,2013-Q1,Louth,154,20000,123143.22727272728,650000,100000.0,66621.75,144432.75,207000.00000000017,62700.0,43972,122339,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
327,2013-Q1,Mayo,112,10000,108411.94642857143,1000000,82000.0,45797.5,138500.0,180000.0,62700.0,48070,128492,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
328,2013-Q1,Meath,152,17500,146796.6644736842,800000,125000.0,78890.75,181250.0,264300.00000000006,62700.0,62201,184336,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
329,2013-Q1,Monaghan,60,16000,84031.95,300000,77500.0,47750.0,96916.0,144600.0,62700.0,21264,60473,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
330,2013-Q1,Offaly,58,15000,97680.25862068965,450000,83250.0,52250.0,130000.0,176000.0000000001,62700.0,26750,76274,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
331,2013-Q1,Roscommon,88,10833,82759.44318181818,640000,66500.0,39750.0,96250.0,148425.0,62700.0,23672,63311,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
332,2013-Q1,Sligo,73,10000,87163.8904109589,385000,75000.0,50000.0,105000.0,150599.99999999997,62700.0,24525,63667,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
333,2013-Q1,Tipperary,157,20000,107472.06369426752,450000,80000.0,50000.0,145000.0,227000.00000000003,62700.0,58497,158089,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
334,2013-Q1,Waterford,110,15000,113071.75454545455,335000,98000.0,56000.0,155250.0,205300.00000000003,62700.0,42335,112261,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
335,2013-Q1,Westmeath,90,6500,103046.92222222222,430000,93755.5,54647.25,121875.0,181425.00000000003,62700.0,30739,84869,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
336,2013-Q1,Wexford,188,6000,117577.42021276595,575000,100000.0,67750.0,160000.0,195600.00000000003,62700.0,52652,144349,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
337,2013-Q1,Wicklow,165,25000,268770.97575757577,5850000,175000.0,120000.0,258000.0,398400.0,62700.0,47798,135259,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
338,2013-Q2,Carlow,90,7500,116553.85555555555,700000,98458.0,60308.5,149500.0,191000.0000000001,62700.0,19436,54187,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
339,2013-Q2,Cavan,80,9000,85838.4,459000,65099.0,35000.0,116250.0,155500.00000000003,62700.0,25818,72625,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
340,2013-Q2,Clare,143,9190,114700.13986013985,375000,100000.0,62500.0,148500.0,207000.0,62700.0,42648,115587,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
341,2013-Q2,Cork,657,6625,153367.7397260274,1180000,128000.0,70000.0,195000.0,283699.9999999999,62700.0,188019,512300,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
342,2013-Q2,Donegal,149,16000,91727.88590604028,462000,75000.0,50000.0,119000.0,167000.00000000017,62700.0,57964,159139,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
343,2013-Q2,Dublin,2059,6000,329855.66440019425,60528634,212000.0,127626.5,357750.0,555020.0,62700.0,90019,263723,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
344,2013-Q2,Galway,367,10000,149513.12261580382,984387,128000.0,69000.0,186000.0,255202.80000000002,62700.0,27726,70918,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
345,2013-Q2,Kerry,201,15950,132504.10447761195,950000,105000.0,70000.0,180000.0,235000.0,62700.0,53306,140975,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
346,2013-Q2,Kildare,259,10000,192988.31274131275,660000,180000.0,117500.0,244174.0,341840.4000000002,62700.0,70763,208522,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
347,2013-Q2,Kilkenny,104,14000,113100.875,600000,90600.0,51875.0,148250.0,203500.0,62700.0,33679,94342,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
348,2013-Q2,Laois,85,10000,91385.23529411765,300000,70000.0,48690.0,116500.0,203000.00000000003,62700.0,28020,79751,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
349,2013-Q2,Leitrim,74,20000,79696.98648648648,250000,70000.0,45147.75,98000.0,152500.00000000006,62700.0,12308,31556,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
350,2013-Q2,Limerick,210,10000,134856.74285714285,770000,115000.0,70250.0,169500.0,258699.99999999997,62700.0,69649,187560,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
351,2013-Q2,Longford,70,10000,61923.41428571429,360000,47229.0,30781.25,72811.75,114200.00000000001,62700.0,14453,38986,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
352,2013-Q2,Louth,176,20000,131154.92613636365,1400000,102000.0,59500.0,175302.75,226250.0,62700.0,43972,122339,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
353,2013-Q2,Mayo,143,13200,97615.72027972028,435000,81000.0,37555.0,135000.0,189000.0,62700.0,48070,128492,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
354,2013-Q2,Meath,220,8831,172869.76363636364,3300000,132079.0,90000.0,205000.0,305000.0,62700.0,62201,184336,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
355,2013-Q2,Monaghan,40,10000,75795.8,205000,62500.0,40500.0,103625.0,145300.0,62700.0,21264,60473,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
356,2013-Q2,Offaly,69,7500,108624.07246376811,450000,86000.0,47500.0,145000.0,205158.40000000005,62700.0,26750,76274,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
357,2013-Q2,Roscommon,117,12500,83051.23931623931,500000,61500.0,42500.0,111000.0,155000.0,62700.0,23672,63311,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
358,2013-Q2,Sligo,100,15000,113360.41,900000,85087.5,48625.0,140969.0,221000.0000000001,62700.0,24525,63667,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
359,2013-Q2,Tipperary,164,18000,103226.11585365854,453000,87125.0,47375.0,137000.0,183500.0000000001,62700.0,58497,158089,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
360,2013-Q2,Waterford,173,15000,132294.10982658959,2181000,90000.0,55000.0,140000.0,218600.0000000002,62700.0,42335,112261,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
361,2013-Q2,Westmeath,120,10000,117513.5,700000,86552.5,59977.75,125000.0,250500.00000000003,62700.0,30739,84869,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
362,2013-Q2,Wexford,208,9000,119689.0625,625000,95000.0,64372.0,149497.5,225300.0,62700.0,52652,144349,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
363,2013-Q2,Wicklow,203,10000,222671.60098522168,2500000,162500.0,105500.0,261250.0,376400.0000000001,62700.0,47798,135259,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
364,2013-Q3,Carlow,88,21000,97916.38636363637,375000,86552.5,49129.5,125912.5,179328.09999999995,62700.0,19436,54187,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
365,2013-Q3,Cavan,139,13216,91059.6690647482,455000,70000.0,40500.0,127500.0,170000.0,62700.0,25818,72625,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
366,2013-Q3,Clare,189,15000,123950.99470899471,635000,100000.0,70000.0,150000.0,233600.00000000015,62700.0,42648,115587,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
367,2013-Q3,Cork,831,11000,176442.80144404332,4500000,145000.0,82000.0,220000.0,300000.0,62700.0,188019,512300,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
368,2013-Q3,Donegal,204,10000,100040.33823529411,450000,82043.5,47000.0,136250.0,180000.0,62700.0,57964,159139,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
369,2013-Q3,Dublin,2870,12000,346846.51219512196,61828634,230000.0,145000.0,378640.5,575000.0,62700.0,90019,263723,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
370,2013-Q3,Galway,418,10000,162913.81818181818,1365000,135000.0,81000.0,200000.0,301500.00000000006,62700.0,27726,70918,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
371,2013-Q3,Kerry,208,12697,126850.36057692308,590000,105363.5,66710.5,170500.0,243950.00000000003,62700.0,53306,140975,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
372,2013-Q3,Kildare,372,6500,195681.57795698923,2650000,165000.0,111973.75,236250.0,344950.0,62700.0,70763,208522,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
373,2013-Q3,Kilkenny,131,14180,145266.5648854962,730000,117500.0,74890.0,187500.0,290000.0,62700.0,33679,94342,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
374,2013-Q3,Laois,94,22500,127298.0744680851,2350000,80000.0,51250.0,115000.0,229250.0,62700.0,28020,79751,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
375,2013-Q3,Leitrim,72,15000,81713.83333333333,230000,65000.0,45000.0,98500.0,144722.19999999998,62700.0,12308,31556,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
376,2013-Q3,Limerick,255,7500,149463.61176470589,1600000,118943.0,70000.0,180132.0,259799.99999999997,62700.0,69649,187560,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
377,2013-Q3,Longford,56,15675,73474.71428571429,193832,68220.5,40000.0,100000.0,130000.0,62700.0,14453,38986,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
378,2013-Q3,Louth,180,10000,118885.66111111111,500000,102000.0,64500.0,156137.25,215000.0,62700.0,43972,122339,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
379,2013-Q3,Mayo,167,10000,112219.8383233533,977974,88106.0,59000.0,136281.5,182000.00000000003,62700.0,48070,128492,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
380,2013-Q3,Meath,265,25000,175609.96981132074,750000,142000.0,98000.0,230000.0,318872.0,62700.0,62201,184336,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
381,2013-Q3,Monaghan,60,25000,106836.61666666667,330000,90000.0,54229.0,145000.0,206500.00000000003,62700.0,21264,60473,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
382,2013-Q3,Offaly,84,20000,107129.89285714286,350000,87395.0,59125.0,146250.0,187000.00000000003,62700.0,26750,76274,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
383,2013-Q3,Roscommon,155,10000,76235.82580645161,300000,61674.0,36633.0,95000.0,149600.0,62700.0,23672,63311,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
384,2013-Q3,Sligo,104,15000,113778.55769230769,355000,92000.0,53750.0,158500.0,230579.20000000004,62700.0,24525,63667,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
385,2013-Q3,Tipperary,185,7000,114105.91351351351,650000,90484.0,59000.0,150000.0,209200.0,62700.0,58497,158089,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
386,2013-Q3,Waterford,215,21000,111650.83255813953,485000,90000.0,55875.0,140000.0,201500.0,62700.0,42335,112261,92,49960140000,1,3184.869942167406,47727.674,4631000,0.5,4085.7433543527486,13.8,21259.040716040792
